Season,Episode,Line Number,Speaker,Line
3,20,1,It's 10:,"0 in the morning.
"
3,20,2,God sent those lice to my head like he sent the locusts to Egypt:,
3,20,3,I know what he saw:,"boobs. Scotch.
"
3,8,1,"Now, months later, the results of that exam were scheduled to post online at 10:","0, and it was 9:59.
"
3,8,2,It's true what they say:,"blondes have more fun.
"
3,9,1,Ted from 2030:,"Back when we were dating robin and I had this running joke. We were the only two people in the world who found it funny.
"
3,9,2,Barney:,"No way! March does not have 31 days.
"
3,9,3,Marshall:,"Yes, it does! Everyone knows that. It's like general knowledge.
"
3,9,4,Ted & Robin:,"General knowledge.
"
3,9,5,Ted from 2030:,"And we did it all the time.
"
3,9,6,Lily:,"Isn't it sad? I mean in 2007, some countries actually still condone corporal punishment.
"
3,9,7,Ted & Robin:,"Corporal punishment.
"
3,9,8,Ted from 2030:,"Because once you start, it's surprisingly hard to stop.
"
3,9,9,Marshall:,"Oh, man, I got a kernel stuck in my teeth.
"
3,9,10,Ted & Robin:,"Colonel stuck-in-my-teeth.
"
3,9,11,Ted from 2030:,"But now, we were broken up,so when Marshall said...
"
3,9,12,Marshall:,"But after the first year,I get a major pay raise.
"
3,9,13,Ted from 2030:,"We just let it slide. You see, on the surface, Robin and I looked like we were doing great. But the truth is, trying to be friends with your ex is a lot harder than it looks. You can't be as candid as you used to be.
"
3,9,14,Ted:,"So then this hot intern leans over my desk, I can totally see she has a pierced... (Robin and Lily walk across the room) Brosnan. Pierce brosnan is my favorite of all the bonds.
"
3,9,15,Ted from 2030:,"But most importantly, you can never, ever be alone together.
"
3,9,16,Barney:,"I gotta go.
"
3,9,17,Marshall:,"I'm gonna go pay.
"
3,9,18,Lily:,"Peeing.
"
3,9,19,Ted:,"I'm gonna help marshall pay.
"
3,9,20,Robin:,"I'm gonna help lily pee.
"
3,9,21,Lily:,"All right,we have a turkey.
"
3,9,22,Marshall:,"Yeah, we do.
"
3,9,23,Lily:,"Isn't this exciting? Our first Thanksgiving together as a group.
"
3,9,24,Marshall:,"Yeah, this is gonna be the best Slapsgiving ever.
"
3,9,25,Barney:,"What?
"
3,9,26,Marshall:,"I said this is going to be the best Thanksgiving ever.
"
3,9,27,Ted:,"yeah, this is going to be great. Just the five of us, right?
"
3,9,28,Robin:,"Oh, uh, that reminds me, I invited Bob.
"
3,9,29,Lily:,"Bob? You've been on, like, three dates with that guy. We haven't even met him.
"
3,9,30,Robin:,"Well, he didn't have anywhere else to go, and I didn't know what to say. Is it really that big a deal?
"
3,9,31,Lily:,"Yes. This is our first Thanksgiving. 30 years from now, we're going to look at the photos and say, ""Oh, there's the four people I love most in the world... and Bob.""
"
3,9,32,Robin:,"I'm sorry,sometimes I forget how seriously you guys take American Thanksgiving. Real thanksgiving happened over a month ago.
"
3,9,33,Barney:,"I'm sorry. Did you just say Canadian Thanksgiving was and I'm quoting,""the real Thanksgiving""? What do Canadians even have to celebrate about?
"
3,9,34,Robin:,"Canadian Thanksgiving celebrates explorer martin frobisher's valiant yet ultimately unsuccessful attempt to find the northwest passage.
"
3,9,35,Barney:,"Why are you guys even a country?
"
3,9,36,Marshall:,"Oh, hey, by the way, if anyone wants to come over early thursday, we can watch the Slapsgiving day parade.
"
3,9,37,Barney:,"Well, there, you said it again.
"
3,9,38,Marshall:,"Said what?
"
3,9,39,Barney:,"Slapsgiving.
"
3,9,40,Marshall:,"Oh, I guess I did. You know why? I've invented a new holiday: Slapsgiving. It's the one day we set aside each year to gather together and give slaps.
"
3,9,41,Ted from 2030:,"I should explain. Kids, you remember the slap bet a year earlier, Marshall made a bet with Barney and won the right to slap him five times. He had already used the first and the second. But Marshall had something special in store for the third.
"
3,9,42,"Marshall, on the phone with Barney:","slapcountdown.com.
"
3,9,43,Barney:,"no.
"
3,9,44,Barney:,"No, no. The countdown ends at 3:00 p.m., the day after Thanksgiving. I counted it out.
"
3,9,45,Ted:,"How many days are in october?
"
3,9,46,Barney:,"Uh, thirty.
"
3,9,47,Ted:,"Dude, I thought we cleared this up last year.
"
3,9,48,"Barney, with a funny accent:","I like Halloween very much. Is nice.
"
3,9,49,Ted:,"Is also tomorrow.
"
3,9,50,Barney:,"Damn it!
"
3,9,51,Barney:,"Wait, you're gonna slap me on Thanksgiving?
"
3,9,52,Marshall:,"Slapsgiving.
"
3,9,53,Barney:,"That's not allowed. Lily, you're the slap bet commissioner, is that allowed?
"
3,9,54,Lily:,"The hostess in me who's using her wedding china for the first time wants to say hell, no, but yeah, I 'm going to allow it.
"
3,9,55,Barney:,"Well, you know what? If you're trying to freak me out about spending Thanksgiving...
"
3,9,56,Marshall:,"Slapsgiving.
"
3,9,57,Barney:,"..at your place, then you failed. Truth is, I'm not scared.
"
3,9,58,Marhall:,"Really?
"
3,9,59,Barney:,"Right. Cause you blew it. The worst part about getting slapped is not knowing when it's going to happen. But now I know exactly when I'm gonna get slapped. So, you took all the suspense out. You showed your hand.
"
3,9,60,Marshall:,"And thursday at 3:01 p.m., your face is going to show my hand.
"
3,9,61,Robin:,"Oh, there's Bob! By the way, heads up, he's a little bit older than us.
"
3,9,62,Ted:,"How old is he?
"
3,9,63,Robin:,"He's forty-one. Hey, bob! Over here!
"
3,9,64,Ted from 2030:,"Okay, kids, the truth is, Bob probably looked like this.
"
3,9,65,Bob:,"Hey, sweetie.
"
3,9,66,Robin:,"Hi.
"
3,9,67,Ted from 2030:,"But when your ex is dating someone new your mind tends to accentuate their flaws. This is how I saw bob.
"
3,9,68,Bob:,"Hey, dudes,what's crackin'?.
"
3,9,69,Ted:,"Hey, man, how are you?
"
3,9,70,Bob:,"Good to meet you. Sorry I'm late. I just got off the phone with my parents.
"
3,9,71,Ted:,"Parents?
"
3,9,72,Bob:,"They were totally on my case: ""What are you gonna do with your life? You're forty-one."" and I'm like, ""Chillax, snowboarding is a legit career. you ought to be stoked I found my bliss."" and speaking of bliss,sugar me, baby. ( Robin and Bob kiss)
"
3,9,73,Robin:,"Let's go get a drink.
"
3,9,74,Ted:,"Unbelievable. Robin is dating Orville Redenbacher.
"
3,9,75,Lily:,"What are you talking about? He's forty-one.he looks great.
"
3,9,76,Marshall:,"Yeah, du he's in pretty good shape. He could probably kick your ass.
"
3,9,77,Ted:,"How are you guys not seeing this? He's 150; Robin's 27. Barney, come on,what do you got?
"
3,9,78,Barney:,"Nothing but respect for that man.
"
3,9,79,Lily:,"Oh, by the way, we're all baking pies at robin's tomorrow. Marshall can't be trusted in the apartment with pies overnight.
"
3,9,80,Marshall:,"For the millionth time, sleep-eating is a very serious and delicious medical condition.
"
3,9,81,Ted:,"Hey, uh, what time are you guys going to robin's?
"
3,9,82,Lily:,"7:30.
"
3,9,83,Ted:,"Perfect. Just to be safe, I'll get there like 8:00, 8:30.
"
3,9,84,Ted:,"Sorry I'm late. Where are Marshall and Lily?
"
3,9,85,Robin:,"Uh, they just called. They're both super swamped preparing for tomorrow.
"
3,9,86,Ted:,"Is Bob coming?
"
3,9,87,Robin:,"No, he went to see green day.
"
3,9,88,Ted:,"So it's...
"
3,9,89,Ted and Robin:,"..just the two of us.
"
3,9,90,Robin:,"Making pies.
"
3,9,91,Ted:,"Pies. They're things that friends make together.
"
3,9,92,Robin:,"Yeah, they do.
"
3,9,93,Ted:,"Great.
"
3,9,94,Robin:,"Yeah.
"
3,9,95,Ted:,"Great. Well, this is great. It'll give us a chance to catch up.
"
3,9,96,Robin:,"Yeah.
"
3,9,97,Ted:,"I'm going to make a phone call. (On the phone with Barney who is at the Bar) Hey, it's me. listen, you have to come over here and make pies.
"
3,9,98,Barney:,"Yeah, I'll be there, absolutely.
"
3,9,99,Ted:,"Oh, awesome, you're a lifesaver. It's still kind of weird being alone with Robin, but if you were here...
"
3,9,100,Barney:,"Hey, say no more. I mean, when I pulled you out of that burning wreckage, I wasn't doing it to have a battleship named after me. But if you insist, yes, I'll be there for the christening.
"
3,9,101,Ted:,"You're hitting on someone right now, aren't you?
"
3,9,102,Barney:,"No, I'm not going to wear the medal of honor. That would just be tacky.
"
3,9,103,Ted:,"So you're not coming to make pies.
"
3,9,104,Barney:,"No, no. Thank you, mr. President. (He hungs up) Sorry.
"
3,9,105,Ted from 2030:,"After a very long night, it was finally the big holiday. Sorry, the two big holidays.
"
3,9,106,Lily:,"Oh, marshall, are you working on the cranberry sauce?
"
3,9,107,Marshall:,"In a minute, baby. I've only got so many hands. You see what I got going on here? They're turkeys, but they're also hands, because later, we're going to eat turkey... and then i'm going to slap you in your face.
"
3,9,108,Barney:,"Please, you took out all the suspense. In a horror movie, the killer does not grab a bullhorn and announce, ""Attention unsupervised teens here at the lake house: at precisely 3:00 a.m., I'm gonna jump out of that closet right there and hack you all up with a machete. P.S. fire is my one weakness.""
"
3,9,109,Robin:,"Hey, ted.
"
3,9,110,Ted:,"Hey, happy Thanksgiving.
"
3,9,111,Robin:,"You, too. Is lily in the kitchen?
"
3,9,112,Ted:,"yep.
"
3,9,113,Robin:,"Great.
"
3,9,114,Ted:,"Marshall?
"
3,9,115,Robin:,"Lily?
"
3,9,116,Ted and Robin:,"Something really weird happened last night.
"
3,9,117,Marshall:,"What do you mean something weird happened last night?
"
3,9,118,Ted:,"You may not realize this, but since we broke up, Robin and I have never really been alone together.
"
