Season,Episode,Line Number,Speaker,Line
2,20,1,Ted (2030):,"When the marriage approched, some weird stuff started happening.
"
2,20,2,Lily:,"Why does my stomach hurt?
"
2,20,3,Marshall:,"I'm sorry, baby. I ate a bunch of ice cream earlier today.
"
2,20,4,Lily:,"Oh, baby, you know we're lactose-intolerant.
"
2,20,5,Tes:,"Wait, wait, wait, wait, wait, wait, wait. Are you suggesting that when one of you feels something, the other feels it, too? Oh, God, you guys are so codependent.
"
2,20,6,Lily:,"No, we're not.
"
2,20,7,Ted:,"Oh, really? What about the other day?
"
2,20,8,Lily:,"Oh, I need to get some eggs.
"
2,20,9,Marshall:,"Oh, I'll come with you.
"
2,20,10,Marshall:,"Just because we like spending time together doesn't mean we're codependent.
"
2,20,11,Barney:,"Really? Then whatever happened to your plan of spending the last two weeks before your wedding sleeping apart?
"
2,20,12,Marshall:,"Okay, we decided not to do that because of...
"
2,20,13,Lily:,"Logistics. Wedding logistics.
"
2,20,14,Marshall:,"Frickin' logistics, man. They mess everything up.
"
2,20,15,Ted:,"You didn't do it because you couldn't do it.
"
2,20,16,Marshall:,"Sure we could.
"
2,20,17,Robin:,"Then why don't you? You can stay with me.
"
2,20,18,Lily:,"It would make our wedding night more special.
"
2,20,19,Marshall:,"Okay, let's do it.
"
2,20,20,Lily:,"Done.
"
2,20,21,Marshall:,"I'm gonna go grab a beer.
"
2,20,22,Lily:,"I'll come with you. No. I'll stay.
"
2,20,23,Lily:,"Okay, I know. You know? I got to go. Good-bye. My mom's driving me cra....
"
2,20,24,Ted:,"Long story. I'll tell you later.
"
2,20,25,Barney:,"Yeah. It's a dirty story, isn't it? You guys went out to dinner, did it in the kitchen and got caught. Scherbatsky reeks of someone who likes to get caught.
"
2,20,26,Robin:,"Okay, now I have to wash up for two reasons.
"
2,20,27,Marshall:,"Oh, you didn't. That's right.
"
2,20,28,Barney:,"So you and Lily really think you can spend two weeks apart?
"
2,20,29,Marshall:,"You know what, Barney? Lily and I are a lot less chees than you make us out to be.
"
2,20,30,Lily:,"Marshmallow, don't forget to pack my night-night tape.
"
2,20,31,Barney:,"Night-night tape? Did you make a tape of you saying ""night-night"" to her?
"
2,20,32,Marshall:,"No.
"
2,20,33,Lily:,"He doesn't say it. He sings it.
"
2,20,34,Barney:,"Oh, that is so sweet. Why don't you kiss? I love it when two chicks make out.
"
2,20,35,Lily:,"Damn it. Nobody's bought us anything cool yet off our registry.
"
2,20,36,Barney:,"What's on there?
"
2,20,37,Lily:,"Ooh, lots of stuff. Kitchen Aide Artisan Series tilt-head stand mixer...
"
2,20,38,Barney:,"Retail price $319.99. What else?
"
2,20,39,Lily:,"Um, the Dyson DC17 Animal vacuum.
"
2,20,40,Barney:,"Ah, $549.99. A little greedy, don't you think?
"
2,20,41,Marshall:,"Did you memorize our registry?
"
2,20,42,Barney:,"No, I'm training.
"
2,20,43,Marshall:,"Training? For what?
"
2,20,44,Barney:,"I'm glad you asked. Ted, Robin, get in here! You guys know how it's hard to be friends with me 'cause I'm so awesome?
"
2,20,45,Ted:,"Yes, it's hard to be friends with you. Go on.
"
2,20,46,Barney:,"Well, this isn't going to make it any easier. I am going to be on... The Price Is Right.
"
2,20,47,Marshall:,"No way!
"
2,20,48,Ted:,"What?!
"
2,20,49,Barney:,"Yes, in a couple days, Rich Fields is going to call out my name, and I will come on down.
"
2,20,50,Marshall:,"Whoa, that is so awesome.
"
2,20,51,Robin:,"Barney, I didn't know you were such a fan of The Price is Right.
"
2,20,52,Barney:,"Are you kidding? T.P.I.R. is not just an indescribably entertaining hour of television, it's a microcosm of our entire economic system-- a capitalist utopia, where consumers are rewarded for their persistence, market acumen and intrepid spirit. I gaze upon the glory of The Price Is Right, and I see the face of America. And it is divine. Plus, you know, hot chicks on sports cars.
"
2,20,53,Ted (2030):,"Then Lily headed out to Robin's for her first night away from Marshall.
"
2,20,54,Lily:,"I'm ready! Lily comes into the livingroom with her wedding dress while Robin singins.)
"
2,20,55,Robin:,"Ta-da-da-da-da... Wow, Lily, you look so beautiful.
"
2,20,56,Lily:,"I know! I'm beautiful! I'm a fairy princess! (she raises her arms and the dress falls.) I'm too skinny for my dress!
"
2,20,57,Ted(2030):,"Meanwhile, I was testing out my best man toast on Marshall.
"
2,20,58,Ted:,"Here goes. Hello, everyone, I'm Ted Mosby, Marshall's best man. Strong opening, right?
"
2,20,59,Marshall:,"That's fantastic.
"
2,20,60,Ted:,"When Marshall graduates this spring, he'll be a lawyer. But did you know that Marshall has a criminal record? That's right, on a road trip up to Cape Cod, Marshall was pulled over for driving by himself in a car pool lane.
"
2,20,61,Marshall:,"Oh, crap.
"
2,20,62,Lily:,"Oh, crap.
"
2,20,63,Marshall:,"Are you crazy? You cannot tell that story at my wedding. My entire family's gonna be there. My little cousins, my mom, my grandma, my grandpa the minister.
"
2,20,64,Ted:,"That grandpa died three years ago.
"
2,20,65,Marshall:,"His favorite grandson is getting married, Ted. I think he can take a day off from haunting the barn to make an appearance.
"
2,20,66,Barney:,"So which one, ""A"" or ""B""?
"
2,20,67,Marshall:,"What was that?
"
2,20,68,Barney:,"I have to decide how to run to contestant's row when they say, ""Barney Stinson, come on down!""
"
2,20,69,Ted:,"Oh, I didn't realize that's what it was. Can you do them again?
"
2,20,70,Barney:,"Yeah, of course.
"
2,20,71,Barney:,"Hey! Very funny. Just for that, when I win all the prizes, the only thing you guys are getting is Rice-A-Roni and Turtle Wax.
"
2,20,72,Lily:,"It's $300 just to take the bust in? Oh, please, you have to have some sympathy for me. I'm getting married next Saturday, and I'm too skinny for my dress. I lost all this weight without even trying. Hello?
"
2,20,73,Robin:,"What happened?
"
2,20,74,Lily:,"She called me a bitch and hung up. Oh, I don't know what to do. I guess I'll just have to pay the $300.
"
2,20,75,Robin:,"Pay the $300? Lily, are you crazy? This isn't a problem. It's a license to eat. Look, what have you always wanted to eat but didn't because it was too ridicuusly decadent?
"
2,20,76,Lily:,"Ooh, a Valrhona chocolate soufflée with a raspberry brandy sauce topped with caramelized bananas and hazelnut gelato.
"
2,20,77,Robin:,"I have Cool Whip and half a bag of Fritos.
"
2,20,78,Lily:,"Done!
"
2,20,79,Ted:,"Okay, think you're gonna be happy with my new toast. There's nothing sexual. It's, uh, it's just the story of an important moment in your relationship.
"
2,20,80,Marshall:,"I'm all ears. Hello, everyone,
"
2,20,81,Ted:,"I'm Ted Mosby, Marshall's best man.
"
2,20,82,Marshall:,"Nice.
"
2,20,83,Ted:,"Right? That's great. Back when we were all freshman and Marshall and Lily were just a few short weeks into their relationship... It was 4:00 in the morning, and I'm not gonna lie, we were a wee bit wasted. We were starving. So I'd gone out to get us some snacks, and when I got back...
"
2,20,84,Marshall:,"I love you.
"
2,20,85,Lily:,"I love you, too. I know it's soon to say it, but I'm so glad you did.
"
2,20,86,Marshall:,"Yeah. Ted leaves the room.
"
2,20,87,Marshall:,"So here's what you want to talk about in front of my entire family: drinking, having a girl in my room, eating junk food.
"
2,20,88,Ted:,"Dude, you're almost 30. Your mom would be mad at you for eating junk food?
"
2,20,89,Marshall:,"Yeah, Ted, 'cause nutrition's not important. Also, so Lily's never heard that story before. How's she going to react when she finds out the first time I said ""I love you"" to her, I was actually saying it to you and a bag of Funyuns
"
2,20,90,Ted:,"But who cares? You did love her. And you still do. And you're totally over Funyuns, so it's not weird.
"
2,20,91,Marshall:,"Hey, Lil.
"
2,20,92,Lily:,"Hey.
"
2,20,93,Ted:,"Hey? That's it?
"
2,20,94,Marshall:,"What are you talking about?
"
2,20,95,Ted:,"Well, you guys have been spending the last few nights apart. I figured there'd be a lot of giggling, crying, jumping up and down, and then whatever Lily would do
"
2,20,96,Ted (2030):,"Now, one thing I remember about the bar menu at McClaren's is that there were no fewer than 11 different deep-fried appetizers. That night, Aunt Lily ordered them all.
"
2,20,97,Barney:,"Check it out. Okay, imagine... imagine, if you will, that this is the $1 space on The Price Is Right wheel. Ready? (he turnst he wheel)
"
2,20,98,Marshall:,"Oh, wow, that was pretty close.
"
2,20,99,Barney:,"Close? Close?! It's called The Price Is Right, not The Price Is Close! Oh, man, this is bad. If I don't win the spin-off, and I can't get into the Showcase Showdown, everything's ruined! It's all ruined!
"
2,20,100,Ted:,"What is ruined? Why, why is this such a big deal?
"
2,20,101,Barney:,"Okay, guys... sit down, I've got to tell you something. The reason I'm going on The Price Is Right is because I've decided that it's time for me to meet my real father.
"
2,20,102,Ted:,"Your father?
"
2,20,103,Barney:,"That's right. My father... is Bob Barker.
"
2,20,104,Ted:,"Your dad... is Bob Barker?
"
2,20,105,Barney:,"That's right
"
2,20,106,Lily:,"The host of The Price Is Right, Bob Barker?
"
2,20,107,Barney:,"That's Pops.
"
2,20,108,Robin:,"Barney?
"
2,20,109,Bareney:,"Yes, Robin?
"
2,20,110,Robin:,"Why in the world do you think Bob Barker is your father?
"
2,20,111,Barney:,"Uh, because my mother told me he was, that's why.
"
2,20,112,Barney:,"Mom, who's my dad? All the other kids at school know who their dad is. Who's mine?
"
2,20,113,Barney's mom:,"Oh, I don't know. That guy. (she shows him Bob Barker on TV)
"
2,20,114,Barney(in front oft he tv):,"ook, Dad, I got straight A's!
"
2,20,115,Bareny (dressed as Bob Barker):,"Hey, Dad, guess who I'm going as for Halloween?
"
2,20,116,Barney (throwing a ball at the TV):,"Want to play some catch, Pop?
"
2,20,117,Barney:,"So now I'm gonna go to L.A., be on the show, win the Showcase Showdown, make him proud of me, and then tell him who I am.
"
2,20,118,Ted:,"You're gonna tell Bob Barker that you're his son on national television?
"
2,20,119,Barney:,"Why is this so hard for you people to believe?
"
2,20,120,Robin:,"Drop the popper! Lily has to gain five pounds in a week and a half, and it is my job to help her get there.
"
2,20,121,Lily:,"This is the best wedding diet ever.
"
2,20,122,Lily:,"I lost a pound.
"
2,20,123,Robin:,"That is impossible. You ate McDonald's every meal for three days.
"
2,20,124,Lily:,"I knew that Super Size Me guy was full of it.
"
2,20,125,Robin:,"Well, it must be the wedding stress. We just got to up the intake. Lily Aldrin, drop and give me 20 bites of fudge! Okay? Don't nibble at it. Attack it! Come on, Lily. You can do better than that!
"
2,20,126,Lily:,"I can't.
"
2,20,127,Robin:,"Well, eat faster, before your body figures out it's full.
"
2,20,128,Lily:,"I'm trying.
"
2,20,129,Robin:,"Oh, are you gonna cry? You gonna cry? Skinny little baby's gonna cry? Well, eat, damn it, eat!
"
2,20,130,Lily:,"Okay!
"
2,20,131,Ted:,"Hey, so I think I figured out how to do your toast in a completely appropriate way.
"
2,20,132,Marshall:,"Finally.
"
2,20,133,Ted:,"Yeah. Good evening. I'm Ted Mosby, Marshall's best man.
"
2,20,134,Marshall:,"Still strong, right?
"
2,20,135,Ted:,"Great, yeah. I'd like to share with you all a story about the momentous evening last fall
"
2,20,136,Ted:,"when Marshall and Lily got back together. Afterward, we stayed up till 10:00 at night, doing shots of chocolate milk.
"
2,20,137,Ted (last year):,"Man, I'm well nourished right now!
"
2,20,138,Barney:,"Calcium promotes healthy teeth and bones.
"
2,20,139,Robin:,"Thanks, Marshall, for teaching us you don't need alcohol to have fun.
"
2,20,140,Marshall:,"Oh, don't thank me. Thank my parents for teaching me good values.
"
2,20,141,Ted:,"Now, I wasn't supposed to hear this next part, but Marshall leaned over to Lily and whispered.
"
2,20,142,Marshall:,"You know what I'd like to do to you right now? I'd like to hold your hand. I'd like to hold your hand so hard that you're not able to shake hands for a week.
"
2,20,143,Lily:,"Are you just going to talk about holding my hand or are you going to hold it?
"
2,20,144,Ted:,"Then a little later, Robin caught them... Oh, um......holding hands. End flashback. It was a lovely and responsible night. To Marshall and Lily.
"
