Season,Episode,Line Number,Speaker,Line
6,20,1,Ted from 2030:,"Kids, as you know, I was designing Goliath National Bank's new headquarters on the site of this old hotel, The Arcadian. Problem was, some people didn't want The Arcadian torn down. Even bigger problem, they were led by my girlfriend Zoey.
"
6,20,2,Crowd:,"G-N-B is the e-ne-my!
"
6,20,3,Zoey:,"(She sees Ted at the window) Oh, hang on, hang on, hang on! Hey, sweetie! Are we still on for dinner at 8:00 at Valenzisi's? That's great! I can't wait!
"
6,20,4,Crowd:,"That's great. I can't wait! That's great. I can't wait!
"
6,20,5,Ted from 2030:,"But somehow, Zoey and I were making it work.
"
6,20,6,Barney:,"Ted, why are you dating our arch-enemy?! I mean, Wile E. Coyote wasn't trying to sleep with the Roadrunner.
"
6,20,7,Robin:,"Or maybe he was. Think about it. The way that she bats her eyelashes and shakes her tail feathers in his face? (chuckles) She wants it.
"
6,20,8,Lily:,"Isn't it hard for you guys to be on opposite sides of something like this?
"
6,20,9,Ted:,"Of course you feel that way, Lily. You and Marshall have basically melded into one big hermaphroditic blob. And that's fine for you guys. But some of us want a partner who challenges us to grow and evolve.
"
6,20,10,Lily:,"You guys are in screaming matches all the time.
"
6,20,11,Ted:,"Uh-uh, uh-uh, uh-uh. Growing matches.
"
6,20,12,Ted from 2030:,"It was true. Zoey and I loved to challenge each other.
"
6,20,13,Ted:,"The main character is a young spoiled prince thrust into leadership after the death of his father. It's obviously a modern-day retelling of Henry IV!
"
6,20,14,Zoey:,"re you kidding me?! It's Don Quixote...the classic quest story with the hero-jester and his long-suffering manservant!
"
6,20,15,Ted:,"Okay, clearly, when we're watching Tommy Boy, we're watching two different movies.
"
6,20,16,Ted:,"No, you hang up.
"
6,20,17,Zoey:,"No, you hang up.
"
6,20,18,Ted:,"No, you hang up.
"
6,20,19,Zoey:,"No, you hang up.
"
6,20,20,Ted:,"No, you hang up! (Later) No, you hang up.
"
6,20,21,Zoey:,"No, you hang up.
"
6,20,22,Ted:,"No, you... (His phone starts beeping) Hold on. (beep) Hello?
"
6,20,23,Robin:,"For the love of God, will one of you idiots hang up the phone?
"
6,20,24,Ted:,"Why would you do that?!
"
6,20,25,Zoey:,"-I thought you'd like it.
"
6,20,26,Ted:,"Who likes that?
"
6,20,27,Zoey:," like it.
"
6,20,28,Lily:,"Your relationship sounds exhausting.
"
6,20,29,Ted:,"Well, maybe yours is a bit lazy.
"
6,20,30,Lily:,"Marshall and I have been together 15 years, and the only debate we've had about Tommy Boy is whether it's awesome or super awesome. That's love, bitch.
"
6,20,31,Ted from 2030:,"Now around this time, Marshall had truly come to hate his job. He hated the paperwork. He hated the coffee. He hated the dirty jokes. He hated everything.
"
6,20,32,Marshall:,"I have to quit.
"
6,20,33,Barney:,"Quit GNB?! Why?
"
6,20,34,Marshall:,"I need to do better things with my life, okay? There's-There's an opening for an environmental lawyer at the National Resources Defense Council. Sure, it pays less, but I'd be saving the oceans, saving endangered species...
"
6,20,35,Barney:,"Saving chicken bones and an old boot to make hobo soup? Marshall, you can't pay your mortgage with Hacky Sacks and good vibes.
"
6,20,36,Lily:,"Baby, you have my full support.
"
6,20,37,Barney:,"Well, then, you're not going to be able to pay for that trip to Spain that you've been planning. (Barney snickers) Say good-bye to riding around in gondolas, and eating bratwurst and seeing the pyramids.
"
6,20,38,Robin:," don't think you know what Spain is.
"
6,20,39,Barney:,"Well, I know that a trip there costs some serious lira.
"
6,20,40,Ted:,"It's dinero.
"
6,20,41,Barney:,"Where? I want his autograph!
"
6,20,42,Ted from 2030:,"So Marshall walked in the next morning all ready to quit. But then something weird happened. Suddenly, he didn't hate the paperwork. He didn't hate the coffee. He didn't even hate the dirty jokes. Out of nowhere, Marshall actually liked GNB.
"
6,20,43,Robin:,"It's graduation goggles.
"
6,20,44,Marshall:,"What?
"
6,20,45,Robin:,"raduation goggles, like with high school. It's four years of bullies making fun of all the kids with braces, even after the braces come off and they can walk just fine. But then, on graduation day, you suddenly get all misty because you realize you're never going to see those jerks again. I just had graduation goggles with that guy Scooby I dated.
"
6,20,46,Lily:,"The guy who was basically a dog?
"
6,20,47,Robin:,"e was the worst kisser I've ever been with. But the moment I decided to dump him...I suddenly got kind of wistful. (as speaking to a dog): He was a good boy.
"
6,20,48,Barney:,"Yeah. I've been there, too. Every time I'm done having s*x with a woman, at first,I never want to see her again. No, that's pretty much it.
"
6,20,49,Robin:,"he point is, you can't trust graduation goggles. They're just as misleading as beer goggles, bridesmaid goggles, and that's-just-a-bulky, outdated-cell-phone in-his-front-pocket goggles. That one was a bummer.
"
6,20,50,Marshall:,"You're right. Tomorrow, I'm quitting GNB.
"
6,20,51,Barney:,"No! You can't quit tomorrow! The lady with the big nipples is coming back to give another sexual harassment seminar, and I bribed one of the maintenance guys to keep the room at a brisk 55 degrees!
"
6,20,52,Lily:,"Baby, more than ever, you have my full support. (Lily and Marshall kisses)
"
6,20,53,Ted:,"You know, sometimes I feel bad for Lily and Marshall.
"
6,20,54,Lily:,"I'm starting to feel bad for Ted and Zoey.
"
6,20,55,Barney:,"It starts with an... ""L?""
"
6,20,56,Girl:,"How can you not remember my name?
"
6,20,57,Ted:,"It's like they never challenge each other. They just automatically agree all the time.
"
6,20,58,Zoey:,"Well, they don't do that all the time.
"
6,20,59,Ted:,"es, they do.
"
6,20,60,Zoey:,"No, they don't.
"
6,20,61,Ted:,"es, they do. It's like they...
"
6,20,62,Lily and Marshall:,".. don't see eye-to-eye on anything! Totally.
"
6,20,63,Girl:,"It rhymes with your name.
"
6,20,64,Barney:,"And I said my name was...?
"
6,20,65,Marshall:,"Baby, I did it! I quit. And then I walked right over to the NRDC, and I took that job.
"
6,20,66,Lily:,"Oh, good for you, sweetie.
"
6,20,67,Marshall:,"Yeah. It's a little less money than I was expecting. I mean, compared to what I was making at GNB, it's nothing. Actually compared to anything, it's nothing. It's nothing. The paid position just got filled, so all I can do is-is volunteer right now. You're cool with that, right?
"
6,20,68,Lily:,"Baby, if this is what you need to do, we'll figure it out. How's Barney handling you leaving?
"
